,popularity,vote_count,original_language,title,vote_average,overview,release_date
1289,45.73,1792,en,The Curse of La Llorona,5.7,A social worker dealing with the disappearance of two children fears for her own family after beginning the investigation.,2019-04-17
1290,48.354,1329,ja,Whisper of the Heart,7.9,"Shizuku lives a simple life, dominated by her love for stories and writing. One day she notices that all the library books she has have been previously checked out by the same person: 'Seiji Amasawa'.",1995-07-15
1291,48.325,1550,en,Ballerina,7.2,"Set in 1879 Paris. An orphan girl dreams of becoming a ballerina and flees her rural Brittany for Paris, where she passes for someone else and accedes to the position of pupil at the Grand Opera house.",2016-12-14
1292,48.312,53,ja,Naruto: The Lost Story - Mission: Protect the Waterfall Village!,6.8,Naruto and his friends must get back a jug of stolen holy water from a band of higher class ninjas.,2003-12-20
1293,48.28,966,en,The Santa Clause 2,5.9,"Better watch out! The big guy in red is coming to town once again. This time, Scott Calvin -- also known as Santa Claus -- finds out there's an obscure clause in his contract requiring him to take on a wife. He has to leave the North Pole to fulfill his obligations, or else he'll be forced to give up his Yuletide gig.",2002-10-31
1294,48.247,15042,en,Gone Girl,7.9,"With his wife's disappearance having become the focus of an intense media circus, a man sees the spotlight turned on him when it's suspected that he may not be innocent.",2014-10-01
1295,48.238,2562,en,The Fox and the Hound,7.1,"When a feisty little fox named Tod is adopted into a farm family, he quickly becomes friends with a fun and adorable hound puppy named Copper. Life is full of hilarious adventures until Copper is expected to take on his role as a hunting dog -- and the object of his search is his best friend!",1981-07-10
1296,48.164,5361,en,The Legend of Tarzan,5.9,"Tarzan, having acclimated to life in London, is called back to his former home in the jungle to investigate the activities at a mining encampment.",2016-06-29
1297,47.213,98,en,What Lies Below,5.3,"Liberty, a socially awkward 16-year-old, returns from two months at camp to a blindsided introduction of her mother’s fiancé, John Smith, whose charm, intelligence, and beauty paint the picture of a man too perfect to be human.",2020-12-17
1298,48.107,844,en,I See You,7.0,"When a 12-year-old boy goes missing, lead investigator Greg Harper struggles to balance the pressure of the investigation and troubles with his wife, Jackie. Facing a recent affair, great strain is put on the family that slowly gnaws away at Jackie's grip on reality. But after a malicious presence manifests itself in their home and puts their son, Connor, in mortal danger, the cold, hard truth about evil in the Harper household is finally uncovered.",2019-09-11
1299,48.107,3699,en,Casper,6.3,"Casper is a kind young ghost who peacefully haunts a mansion in Maine. When specialist James Harvey arrives to communicate with Casper and his fellow spirits, he brings along his teenage daughter, Kat. Casper quickly falls in love with Kat, but their budding relationship is complicated not only by his transparent state, but also by his troublemaking apparition uncles and their mischievous antics.",1995-05-26
1300,48.072,1162,en,Brother Bear 2,6.7,"Kenai finds his childhood human friend Nita and the two embark on a journey to burn the amulet he gave to her before he was a bear, much to Koda's dismay.",2006-08-17
1301,48.059,127,ja,Kizumonogatari Part 3: Reiketsu,8.1,"With help from Meme Oshino, the apparition specialist, Koyomi defeats the three powerful vampire hunters: Dramaturgy, Episode and Guillotinecutter. Koyomi takes back all the limbs of Kiss-shot Acerola-orion Heart-under-blade in order to become a human again.",2017-01-06
1302,44.935,40,en,Intersect,5.8,"A group of young Miskatonic University scientists invent a time machine, only to learn that they are being manipulated by mysterious, unseen forces from another dimension.",2020-02-12
1303,48.034,9978,en,The Terminator,7.6,"In the post-apocalyptic future, reigning tyrannical supercomputers teleport a cyborg assassin known as the ""Terminator"" back to 1984 to kill Sarah Connor, whose unborn son is destined to lead insurgents against 21st century mechanical hegemony. Meanwhile, the human-resistance movement dispatches a lone warrior to safeguard Sarah. Can he stop the virtually indestructible killing machine?",1984-10-26
1304,47.944,1491,en,The Santa Clause,6.4,"Scott Calvin is an ordinary man, who accidentally causes Santa Claus to fall from his roof on Christmas Eve and is knocked unconscious. When he and his young son finish Santa's trip and deliveries, they go to the North Pole, where Scott learns he must become the new Santa and convince those he loves that he is indeed, Father Christmas.",1994-11-11
1305,47.91,68,ja,Kuroko's Basketball the Movie: Last Game,7.9,"Shortly after the Inter-High of Kagami and Kuroko's second-year, a street basketball team from the USA called Team Jabberwock came to Japan to play a friendly match against a Japanese college-level street basketball team, Team Strky. Despite their best efforts, Strky is brutally crushed by Jabberwock. After the match, the Jabberwock players insult the players from Strky and all of Japanese basketball, claiming Strky's basketball was at the same level as monkeys and telling the players and crowds to quit playing basketball and kill themselves.  As a revenge match, Kagetora assembles a dream team of all members of Generation of Miracles plus Kuroko Tetsuya and Kagami Taiga, along with bench players Hyūga Junpei, Takao Kazunari, and Wakamatsu Kōsuke, forming Team Vorpal Swords, with the hopes of reclaiming the pride of Japanese basketball.",2017-03-18
1306,47.847,76,en,Angela's Christmas Wish,6.4,"A determined Angela makes a wish to reunite her family in time for Christmas, then launches a plan to find her way from Ireland to Australia.",2020-12-01
1307,47.811,8524,en,Nightcrawler,7.7,"When Lou Bloom, desperate for work, muscles into the world of L.A. crime journalism, he blurs the line between observer and participant to become the star of his own story. Aiding him in his effort is Nina, a TV-news veteran.",2014-10-23
1308,47.773,3844,en,Chicken Run,6.7,"Having been hopelessly repressed and facing eventual certain death at the British chicken farm where they are held, Ginger the chicken along with the help of Rocky the American rooster decide to rebel and lead their fellow chickens in a great escape from the murderous farmers Mr. and Mrs. Tweedy and their farm of doom.",2000-06-21
1309,47.745,745,en,Tinker Bell and the Lost Treasure,6.8,"A blue harvest moon will rise, allowing the fairies to use a precious moonstone to restore the Pixie Dust Tree, the source of all their magic. But when Tinker Bell accidentally puts all of Pixie Hollow in jeopardy, she must venture out across the sea on a secret quest to set things right.",2009-09-03
1310,47.705,0,en,Morbius,0.0,"Dangerously ill with a rare blood disorder, and determined to save others suffering his same fate, Dr. Michael Morbius attempts a desperate gamble. What at first appears to be a radical success soon reveals itself to be a remedy potentially worse than the disease.",2022-01-20
1311,47.672,801,en,The Wild,5.5,"An adolescent lion is accidentally shipped from the New York Zoo to Africa. Now running free, his zoo pals must put aside their differences to help bring him back.",2006-03-06
1312,58.786,19,en,Sugar Daddy,6.5,"When a struggling musician can't afford her rent, she signs up for a website where rich older men pay to date younger women. Her new money-making venture sends her down a dark rabbit hole that forces her to grow up fast, shaping her music, and how she sees the world.",2021-04-09
1313,47.594,2596,en,A Dog's Purpose,7.6,A dog goes on quest to discover his purpose in life over the course of several lifetimes with multiple owners.,2017-01-19
1314,48.7,109,es,BIA: An Upside Down World,7.9,"In this alternate world, Bia and Manuel will have a tempestuous relationship. Pixie, the hateful and stunning owner of Laix, decides to buy the Fundom. The great conflict erupts when Pixie announces a concert. This will have Bia and Helena, who in this upside down universe are divas and rivals, fighting to be the headliner in the final show.",2021-02-19
1315,47.58,537,en,Undisputed II: Last Man Standing,7.2,"Sequel to the 2002 film. This time, Heavyweight Champ George ""Iceman"" Chambers (White) is sent to a Russian jail on trumped-up drug charges. In order to win his freedom he must fight against the jailhouse fighting champ Uri Boyka (Adkins) in a battle to the death. This time he is not fighting for a title, he is fighting for his life!",2006-04-11
1316,47.566,2831,en,Rambo: First Blood Part II,6.6,John Rambo is released from prison by the government for a top-secret covert mission to the last place on Earth he'd want to return - the jungles of Vietnam.,1985-05-21
1317,40.604,1,ja,Asakusa Kid,6.0,"In 1965, Takeshi Kitano drops out of a university and enters the Asakusa France Za, which is a performance theater. He becomes an apprentice to Senzaburo Fukami, who is a legendary entertainer. Senzaburo Fukami demands that Takeshi Kitano keep the mindset of an entertainer, not only on stage, but also in his daily life. Takeshi Kitano cultivates his dream of becoming an entertainer with other apprentices. Due to the popularity of TV, people attend the theater less and less, but Takeshi Kitano spends his youthful days with Senzaburo Fukami and other apprentices who are full of talent and unique personalities.",2021-12-09
1318,51.729,731,en,Love Hard,7.1,"An LA girl, unlucky in love, falls for an East Coast guy on a dating app and decides to surprise him for Christmas, only to discover that she's been catfished. But the object of her affection actually lives in the same town, and the guy who duped her offers to set them up if she pretends to be his own girlfriend for the holidays.",2021-11-05
1319,58.33,73,en,Cranston Academy: Monster Zone,6.5,An intelligent 15-year-old high school student is unexpectedly transferred to a boarding school where he opens a portal of monsters from another dimension.,2020-04-29
1320,47.39,153,ja,Dragon Ball: Yo! Son Goku and His Friends Return!!,6.4,"A 35-minute Dragon Ball animated short film that premiered at the Jump Super Anime Tour in September 2008. It is the first animated Dragon Ball feature in twelve years, following the tenth anniversary film The Path to Power.",2008-09-21
1321,47.37,9574,en,Rise of the Planet of the Apes,7.3,"A highly intelligent chimpanzee named Caeser has been living a peaceful suburban life ever since he was born. But when he gets taken to a cruel primate facility, Caeser decides to revolt against those who have harmed him.",2011-08-03
1322,59.793,30,en,Finding You,6.6,"Finley, a talented aspiring violinist, meets Beckett, a famous young movie star, on the way to her college semester abroad program in a small coastal village in Ireland. An unexpected romance emerges as the heartthrob Beckett leads the uptight Finley on an adventurous reawakening, and she emboldens him to take charge of his future, until the pressures of his stardom get in the way.",2021-05-13
1323,47.331,1405,en,Role Models,6.5,"Two salesmen trash a company truck on an energy drink-fueled bender. Upon their arrest, the court gives them a choice: do hard time or spend 150 service hours with a mentorship program. After one day with the kids, however, jail doesn't look half bad.",2008-11-07
1324,59.152,1,en,Agnes,6.0,"Rumors of demonic possession at a religious convent prompts a church investigation into the strange goings-on among its nuns. A disaffected priest and his neophyte are confronted with temptation, bloodshed and a crisis of faith.",2021-12-10
1325,47.244,70,en,Born to Race: Fast Track,6.5,"Danny Krueger is a twenty-year old drag racer who plays by his own rules. After winning a scholarship to the prestigious Fast Lane Racing Academy, Danny finds himself competing against some of the fiercest young drivers in the world. Tension soars on and off the track, and a terrible incident leaves Danny without a racing partner. Facing dismissal from the academy, Danny is forced to team up with an old rival. The pair must learn to set aside their differences as they vie for rookie spots on a professional racing team.",2014-03-20
1326,47.229,588,en,Shrek the Halls,6.2,"The Christmas tree isn't the only thing green in this new holiday classic. Shrek is back and trying to get into the spirit of the season. After promising Fiona and the kids a Christmas they'll remember, he is forced to take a crash course in the holiday. But just when he thinks he has everything for their quiet family Christmas just right, there is a knock at the door.",2007-11-28
1327,47.227,2552,en,Willy Wonka & the Chocolate Factory,7.5,"When eccentric candy man Willy Wonka promises a lifetime supply of sweets and a tour of his chocolate factory to five lucky kids, penniless Charlie Bucket seeks the golden ticket that will make him a winner.",1971-06-29
1328,47.221,569,en,Death Race: Inferno,5.8,"Carl Lucas / Frankenstein has won four of his races and needs to win one more to win his freedom. Before his final race, Lucas and his team, car and all, are transferred to another prison where they will compete in a Death Race in the desert. Also, at the same time, Ceaser runs into a marketer who wants to franchise the Death Race program.",2013-01-04
1329,51.102,130,pt,The Boy Who Killed My Parents,6.4,"Based on one of the most shocking and gruesome murder cases in Brazil, the film presents de Suzane von Richthofen's point of view of the events that led to the death of her parents.",2021-09-24
1330,47.073,1491,en,Ella Enchanted,6.4,"Ella lives in a magical world in which each child, at the moment of their birth, is given a virtuous ""gift"" from a fairy godmother. Ella's so-called gift, however, is obedience. This birthright proves itself to be quite the curse once Ella finds herself in the hands of several unscrupulous characters whom she quite literally cannot disobey. Determined to gain control of her life and decisions, Ella sets off on a journey to find her fairy godmother who she hopes will lift the curse. The path, however, isn't easy -- Ella must outwit a slew of unpleasant obstacles including ogres, giants, wicked stepsisters, elves and Prince Charmont's evil uncle, who wants to take over the crown and rule the kingdom.",2004-04-09
1331,47.036,881,en,Barbie of Swan Lake,7.0,"Barbie as Odette, the young daughter of a baker, follows a unicorn into the Enchanted Forest and is transformed into a swan by an evil wizard intent on defeating the Fairy Queen.",2003-09-27
1332,54.417,17,en,Adventures of a Mathematician,6.2,"The warmhearted story of Polish immigrant and mathematician Stan Ulam, who moved to the U.S. in the 1930s. Stan deals with the difficult losses of family and friends all while helping to create the hydrogen bomb and the first computer.",2021-06-11
1333,53.842,197,en,The Wolf of Snow Hollow,6.1,A stressed-out police officer struggles not to give in to the paranoia that grips his small mountain town as bodies turn up after each full moon.,2020-10-23
1334,57.629,107,en,Maggie Simpson in The Force Awakens from Its Nap,6.9,"In a daycare far, far away… but still in Springfield, Maggie is on an epic quest for her stolen pacifier. Her adventure brings her face-to-face with young Padawans, Sith Lords, familiar droids, Rebel scum, and an ultimate battle against the dark side, in this original short celebrating the Star Wars galaxy.",2021-05-04
1335,46.948,243,zh,The Mermaid,6.4,"A playboy business tycoon, Liu Xuan, purchases the Green Gulf, a wildlife reserve, for a sea reclamation project, and uses sonar technology to get rid of the sea life in the area. Unknown to him, the Green Gulf is the home of merpeople, and the sonar has caused many of them to succumb to illness or die. Xuan's business ventures in the area are threatened when he crosses paths with the mermaid, Shan, who is sent to avenge her people.",2016-02-08
1336,46.948,4646,en,Tropic Thunder,6.6,"Ben Stiller, Jack Black and Robert Downey Jr. lead an ensemble cast in 'Tropic Thunder,' an action comedy about a group of self-absorbed actors who set out to make the most expensive war film. After ballooning costs force the studio to cancel the movie, the frustrated director refuses to stop shooting, leading his cast into the jungles of Southeast Asia, where they encounter real bad guys.",2008-08-09
1337,46.929,2,en,Snoopy Presents: For Auld Lang Syne,6.0,"After finding out her grandmother won't be visiting for Christmas, Lucy decides to cheer herself up by throwing the ultimate New Year's Eve party. Meanwhile, Charlie Brown tries to fulfill one of his resolutions before the clock strikes midnight.",2021-12-09
1338,46.841,26,nl,My Extraordinary Summer With Tess,7.3,"As the youngest of the family, Sam is haunted by the notion that someday he could become the last remaining survivor, all alone. On a family vacation at the beach, he meets the unconventional Tess, who carries her own secrets around with her and shows him how the present moment can win out over memories and anxiety about what’s yet to come.",2019-07-03
1339,46.76,41,ja,Beyond the Boundary: I'll Be Here – Past,7.0,"It all began quite suddenly. Akihito, who appears human but is actually half yomu with the power to quickly heal himself, sees a freshman girl who appears ready to jump from the school rooftop. The girl, Mirai, who has the ability to manipulate blood, which is unique even among members of the spirit world, continues to fight her isolation. Akihito decides at that moment to save Mirai, but disturbing events soon begin to unfold.",2015-03-15
1340,65.23,47,en,The Mad Hatter,5.8,"An eccentric professor takes four of his students to the mansion of the “Mad Hatter”, an urban legend driven insane by mercury poisoning and grief. He says that there’s nothing to worry about now: the strange, shambling “caretakers” that haunt the home are merely servants that have fallen to inbreeding, and the Hatter himself has been dead for years. But as the students start disappearing one by one, those that remain start to question if the professor’s experiment is truly scientific...and if the Hatter didn’t just succumb to his madness, but decided to spread it...",2021-01-29
1341,51.72,14,en,Justin Bieber: Our World,7.1,"After a three-year hiatus from a full performance, and with concert venues shut down due to the pandemic, Bieber delivers an electrifying show to close out 2020 on the rooftop of the Beverly Hilton Hotel for 240 invited guests—and millions of fans across the globe watching via livestream. The film follows Bieber and his close-knit team in the month leading up to the show, as they rehearse and construct a monumental stage while adhering to strict health and safety protocols. The film also captures personal, self-shot moments between Bieber and his wife Hailey.",2021-10-08
1342,40.988,1,zh,XXXMOG!,2.0,"Mark is a director working in Taipei City who recently lost an important client. Reluctant to go back to his hometown Kaohsiung, an industrial town with severe pollution and no directing job, he decides to earn some quick money by making porn with his friend, Bugsy. However, while they are shooting the sex scenes on the rooftop, the worst smog arrives at the city and devours everything, including Mark’s last hope to stay in Taipei.",2021-09-12
1343,46.588,2594,en,Machete,6.3,"After being set-up and betrayed by the man who hired him to assassinate a Texas Senator, an ex-Federale launches a brutal rampage of revenge against his former boss.",2010-09-01
1344,46.577,5082,en,Independence Day: Resurgence,5.2,"We always knew they were coming back. Using recovered alien technology, the nations of Earth have collaborated on an immense defense program to protect the planet. But nothing can prepare us for the aliens’ advanced and unprecedented force. Only the ingenuity of a few brave men and women can bring our world back from the brink of extinction.",2016-06-22
1345,46.547,6425,en,Focus,6.9,"Nicky, an accomplished con artist, gets romantically involved with his disciple Jess but later ends their relationship. Years later, she returns as a femme fatale to spoil his plans.",2015-02-25
1346,46.471,1606,en,American Pie Presents: The Naked Mile,5.5,"When Erik Stifler realizes that he's the only Stifler family member who might graduate high school a virgin, he decides to live up to his legacy. After some well-meaning advice from Jim's dad, Erik's ready to take his chances at the annual and infamous Naked Mile race, where his devoted friends and some uninhibited sorority girls will create the most outrageous weekend ever.",2006-12-07
1347,46.411,13713,en,The Shining,8.2,"Jack Torrance accepts a caretaker job at the Overlook Hotel, where he, along with his wife Wendy and their son Danny, must live isolated from the rest of the world for the winter. But they aren't prepared for the madness that lurks within.",1980-05-23
1348,46.404,18966,en,Shutter Island,8.2,"World War II soldier-turned-U.S. Marshal Teddy Daniels investigates the disappearance of a patient from a hospital for the criminally insane, but his efforts are compromised by his troubling visions and also by a mysterious doctor.",2010-02-14
1349,46.398,319,ja,Paranormal Activity: Tokyo Night,6.1,"This Japan production spins-off the story of the first Paranormal Activity film by having the ghost from the first film follow a student back to her homeland after a visit to San Diego where she is tragically injured during a car accident. Back home in Japan, she is cared for by her brother, Koichi, who begins to suspect that something is amiss when his sister's wheelchair begins to move on its own. From there, the picture takes on the usual candid cam shocks of the series. Tokyo Night is notable for being an official part of the franchise (it was released in Japan two days before Paranormal Activity 2's release in the States), even though the U.S. has yet to see an official release.",2010-11-20
1350,46.375,410,en,Barbie in 'A Christmas Carol',7.1,"On Christmas Eve, Kelly is reluctant to go to a Christmas Eve ball, so Barbie tells her the story of Eden Starling, a glamourous singing diva in the Victorian England and the owner of a theatre house. However, Eden is self-centred and loves only herself. She is frequently accompanied by her snooty cat, Chuzzlewit. She does not believe in Christmas and orders all her employees to work on Christmas.",2008-11-03
1351,45.715,157,en,Porno,6.5,"When a group of naive teens working at a movie theater in a small Christian town discover a mysterious film hidden in its basement, they unleash an alluring succubus who gives them a sex education…written in blood.",2019-06-28
1352,46.299,0,en,The Batman,0.0,"In his second year of fighting crime, Batman uncovers corruption in Gotham City that connects to his own family while facing a serial killer known as the Riddler.",2022-03-02
1353,46.278,21734,en,Forrest Gump,8.5,"A man with a low IQ has accomplished great things in his life and been present during significant historic events—in each case, far exceeding what anyone imagined he could do. But despite all he has achieved, his one true love eludes him.",1994-07-06
1354,46.233,2172,en,Meet the Robinsons,6.9,"Lewis, a brilliant young inventor, is keen on creating a time machine to find his mother, who abandoned him in an orphanage. Things take a turn when he meets Wilbur Robinson and his family.",2007-03-23
1355,46.207,86,en,Avengers Grimm,4.3,"When Rumpelstiltskin destroys the Magic Mirror and escapes to the modern world, the four princesses of ""Once Upon a Time""-Cinderella, Sleeping Beauty, Snow White, and Rapunzel-are sucked through the portal too. Well-trained and endowed with magical powers, the four women must fight Rumpelstiltskin and his army of thralls before he enslaves everyone on Earth.",2015-03-17
1356,46.204,1663,en,Killer Elite,6.3,"Based on a shocking true story, Killer Elite pits two of the world’s most elite operatives—Danny, an ex-special ops agent and Hunter, his longtime mentor—against the cunning leader of a secret military society. Covering the globe from Australia to Paris, London and the Middle East, Danny and Hunter are plunged into a highly dangerous game of cat and mouse—where the predators become the prey.",2011-09-22
1357,61.31,7,fr,Les Tuche 4,5.0,"After having resigned from his post as President of the Republic, Jeff and his family are happy to be back in their village of Bouzolles. As the end of the year holidays approach, Cathy asks for a unique gift: to reconnect with her sister Maguy, and her husband Jean-Yves, with whom Jeff has been angry for 10 years. The reconciliation could have gone smoothly, except that during a lunch, Jeff and Jean-Yves, will once again find a subject of contention: CHRISTMAS. This family feud, which should never have left Bouzolles, will turn into a standoff between Jeff and a giant of Internet distribution.",2021-12-08
1358,46.022,4,zh,The Monkey King: Reborn,6.3,"At the beginning of chaos, the first demon in the world was born, named Yuandi, and it was worshipped as the ancestor of demons. Thousands of years later, the former demon king Sun Wukong is rescued from the Five Elements Mountain by Monk Tang, who promises to protect him and go to the West to get the scriptures.",2021-04-02
1359,46.021,1844,en,Never Back Down,6.7,"Jake, full of anger after his father's death, is just starting to find a place for himself at his new Orlando high school - until Ryan, head of an underground MMA fight club, picks Jake out as a prime opponent. After being trounced by Ryan in front of the entire school, Jake begins training under the firm, moral guidance of a MMA master, where he learns how to fight... and how to avoid a fight. But it becomes obvious that a rematch will be inevitable if Jake wants to stop Ryan and his bullying, once and for all.",2008-03-04
1360,45.964,1890,en,Mulan II,6.5,"Fa Mulan gets the surprise of her young life when her love, Captain Li Shang asks for her hand in marriage. Before the two can have their happily ever after, the Emperor assigns them a secret mission, to escort three princesses to Chang'an, China. Mushu is determined to drive a wedge between the couple after he learns that he will lose his guardian job if Mulan marries into the Li family.",2004-11-03
1361,27.531,10,en,God: City,6.0,God presides over a modern metropolis.,2018-09-17
1362,45.88,12425,en,Saving Private Ryan,8.2,"As U.S. troops storm the beaches of Normandy, three brothers lie dead on the battlefield, with a fourth trapped behind enemy lines. Ranger captain John Miller and seven men are tasked with penetrating German-held territory and bringing the boy home.",1998-07-24
1363,45.877,22992,en,Fight Club,8.4,"A ticking-time-bomb insomniac and a slippery soap salesman channel primal male aggression into a shocking new form of therapy. Their concept catches on, with underground ""fight clubs"" forming in every town, until an eccentric gets in the way and ignites an out-of-control spiral toward oblivion.",1999-10-15
1364,52.291,66,en,Happier Than Ever: A Love Letter to Los Angeles,8.0,"Fresh off the heels of her brand-new album, ""Happier Than Ever,"" this cinematic concert experience features an intimate performance of every song in the album's sequential order – for the first and only time – from the stage of the legendary Hollywood Bowl.",2021-09-03
1365,45.79,1946,en,Brothers,7.0,"When his helicopter goes down during his fourth tour of duty in Afghanistan, Marine Sam Cahill is presumed dead. Back home, brother Tommy  steps in to look over Sam’s wife, Grace, and two children. Sam’s surprise homecoming triggers domestic mayhem.",2009-01-22
1366,36.751,165,en,Copshop,6.3,"On the run from a lethal assassin, a wily con artist devises a scheme to hide out inside a small-town police station. However, when the hit man turns up at the precinct, an unsuspecting rookie cop finds herself caught in the crosshairs.",2021-09-09
1367,45.636,2036,en,"South Park: Bigger, Longer & Uncut",7.2,"When the four boys see an R-rated movie featuring Canadians Terrance and Philip, they are pronounced ""corrupted"", and their parents pressure the United States to wage war against Canada.",1999-06-30
1368,45.632,4931,en,The Lone Ranger,6.1,"The Texas Rangers chase down a gang of outlaws led by Butch Cavendish, but the gang ambushes the Rangers, seemingly killing them all. One survivor is found, however, by an American Indian named Tonto, who nurses him back to health. The Ranger, donning a mask and riding a white stallion named Silver, teams up with Tonto to bring the unscrupulous gang and others of that ilk to justice.",2013-07-03
1369,45.615,24,ja,Angel Guts: Red Porno,5.5,"Nami is a department store worker who agrees to stand in for a friend in a magazine photo-shoot, which turns out to be for an S&M magazine. When the photos are published, she is sacked and her lover abandons her.",1981-12-25
1370,45.608,1181,en,Happy Feet Two,6.1,"Mumble the penguin has a problem: his son Erik, who is reluctant to dance, encounters The Mighty Sven, a penguin who can fly! Things get worse for Mumble when the world is shaken by powerful forces, causing him to brings together the penguin nations and their allies to set things right.",2011-11-18
1371,45.603,3758,en,Geostorm,6.1,"After an unprecedented series of natural disasters threatened the planet, the world's leaders came together to create an intricate network of satellites to control the global climate and keep everyone safe. But now, something has gone wrong: the system built to protect Earth is attacking it, and it becomes a race against the clock to uncover the real threat before a worldwide geostorm wipes out everything and everyone along with it.",2017-10-13
1372,45.554,558,en,Barbie in A Mermaid Tale,7.2,"Barbie stars as Merliah, a surfer who learns a shocking secret: she's a mermaid! She and her dolphin friend set out for an undersea adventure to rescue her mother, the queen of Oceana.",2010-01-25
1373,45.497,3256,en,Home,6.8,"When Earth is taken over by the overly-confident Boov, an alien race in search of a new place to call home, all humans are promptly relocated, while all Boov get busy reorganizing the planet. But when one resourceful girl, Tip, manages to avoid capture, she finds herself the accidental accomplice of a banished Boov named Oh. The two fugitives realize there’s a lot more at stake than intergalactic relations as they embark on the road trip of a lifetime.",2015-03-18
1374,45.418,61,en,Independence Daysaster,4.5,"When Earth is attacked by a hostile alien force, a small town firefighter and a rogue SETI scientist team up to activate the only technology capable of defeating the invaders.",2013-06-27
1375,45.376,2146,en,Jeepers Creepers,6.4,A brother and sister driving home through an isolated countryside from college encounter a flesh-eating creature in the midst of its ritualistic eating spree.,2001-07-01
1376,45.373,3125,en,Scary Movie 3,6.0,"In the third installment of the Scary Movie franchise, news anchorwoman Cindy Campbell has to investigate mysterious crop circles and killing video tapes, and help the President stop an alien invasion in the process.",2003-10-24
1377,45.337,10247,en,Finding Dory,7.1,Dory is reunited with her friends Nemo and Marlin in the search for answers about her past. What can she remember? Who are her parents? And where did she learn to speak Whale?,2016-06-16
1378,53.015,3980,en,Creed II,6.9,"Between personal obligations and training for his next big fight against an opponent with ties to his family's past, Adonis Creed is up against the challenge of his life.",2018-11-21
1379,45.33,11199,en,Men in Black,7.2,"After a police chase with an otherworldly being, a New York City cop is recruited as an agent in a top-secret organization established to monitor and police alien activity on Earth: the Men in Black. Agent Kay and new recruit Agent Jay find themselves in the middle of a deadly plot by an intergalactic terrorist who has arrived on Earth to assassinate two ambassadors from opposing galaxies.",1997-07-02
1380,45.32,3322,en,Gods of Egypt,5.6,A common thief joins a mythical god on a quest through Egypt.,2016-02-25
1381,43.293,33,en,Harry Potter: A History Of Magic,6.9,"A thrilling journey through legends, belief and folklore, this film goes behind the scenes with the British Library as they search to tell that story through objects in their collection, in an ambitious new exhibition: Harry Potter: A History Of Magic.  J.K. Rowling, who is lending unseen manuscripts, drawings and drafts from her private archives (which will sit alongside treasures from the British Library, as well as original drafts and drawings from Jim Kay) talks about some of the personal items she has lent to the exhibition and gives new insight into her writing, looking at some of the objects from the exhibition that have fired her imagination.",2017-10-28
1382,47.331,183,en,Deep Blue Sea 3,6.0,"Dr. Emma Collins and her team are spending their third summer on the island of Little Happy studying the effect of climate change on the great white sharks who come to the nearby nursery every year to give birth. Along with the last two inhabitants of this former fishing village, their peaceful life is disrupted when a ""scientific"" team led by her ex-boyfriend and marine biologist Richard show up looking for three bull sharks who we soon learn aren't just any bull sharks.",2020-08-25
1383,45.244,2627,en,Life As We Know It,6.9,"After a distastrous first date for caterer Holly and network sports director Messer, all they have is common is a dislike for each other and their love for their goddaughter Sophie. But when they suddenly become all Sophie has in this world, Holly and Messer must set their differences aside. Juggling careers and social calendars, they'll have to find common ground while living under the same roof.",2010-10-02
1384,45.213,252,en,The Mortuary Collection,6.9,"In the phantasmagorical town of Raven's End, a misguided young girl takes refuge in a decrepit old mortuary. The eccentric undertaker chronicles the strange history of the town through a series of twisted tales, each more terrifying than the last, but the young girl's world is unhinged when she discovers that the final story... is her own.",2020-10-08
1385,45.21,2874,en,The Ugly Truth,6.5,"A romantically challenged morning show producer is reluctantly embroiled in a series of outrageous tests by her chauvinistic correspondent to prove his theories on relationships and help her find love. His clever ploys, however, lead to an unexpected result.",2009-07-24
1386,45.201,711,ja,Resident Evil: Vendetta,6.9,BSAA Chris Redfield enlists the help of government agent Leon S. Kennedy and Professor Rebecca Chambers from Alexander Institute of Biotechnology to stop a death merchant with a vengeance from spreading a deadly virus in New York.,2017-05-27
1387,38.797,1,en,Hurt,2.0,"A soldier reunites with his wife to take in the attractions at their favorite Halloween spot. But when real terror follows them home, they must fight for their lives - or become the next attraction.",2021-12-10
1388,41.426,1901,en,The Princess Switch,7.1,"When a down-to-earth Chicago baker and a soon-to-be princess discover they look like twins, they hatch a Christmastime plan to trade places.",2018-11-16
1389,45.073,6772,en,Ocean's Eight,7.0,"Debbie Ocean, a criminal mastermind, gathers a crew of female thieves to pull off the heist of the century at New York's annual Met Gala.",2018-06-07
1390,45.065,12,es,Clean Sex,7.8,Mariana has an obsessive cleaning habit. After starting a troubled relationship with Enrique. She must accept that sex is dirty and  impulsive.,2015-07-19
1391,45.056,9694,en,The Devil Wears Prada,7.4,"Andy moves to New York to work in the fashion industry. Her boss is extremely demanding, cruel and won't let her succeed if she doesn't fit into the high class elegant look of their magazine.",2006-06-30
1392,45.052,1610,en,Blackhat,5.4,A man is released from prison to help American and Chinese authorities pursue a mysterious cyber criminal. The dangerous search leads them from Chicago to Hong Kong.,2015-01-13
1393,54.761,108,en,House of the Witch,4.8,"A group of high-school kids set out to play a Halloween prank at an abandoned house, but once they enter they become victims of a demonic witch who has set her wrath upon them.",2017-10-07
1394,44.998,2240,en,All the Bright Places,7.7,Two teens facing personal struggles form a powerful bond as they embark on a cathartic journey chronicling the wonders of Indiana.,2020-02-28
